# TIME, VOLTAGE, LPM
38.65000000,3.65737632,8.50354971
38.70000000,4.03928760,8.44371992
38.75000000,4.54571714,9.32267485
38.80000000,5.04085802,10.09248361
38.85000000,5.39046920,10.77904213
38.90000000,5.49844953,11.33392711
38.95000000,5.33370908,11.78749895
39.00000000,4.93971346,11.40270663
39.05000000,4.42364202,10.81655967
39.10000000,3.92766820,9.87090351
39.15000000,3.58992514,8.87031752
39.20000000,3.50582544,8.53904833
39.25000000,3.70061292,8.53740625
39.30000000,4.12116632,8.64142365
39.35000000,4.64984638,9.28356353
39.40000000,5.13697900,10.28148450
39.45000000,5.44313749,11.31640776
39.50000000,5.47931720,11.61817005
39.55000000,5.23336257,11.63151373
39.60000000,4.77465753,11.25321046
39.65000000,4.23518975,10.45101476
39.70000000,3.77195313,9.49631853
39.75000000,3.52127503,9.06854650
39.80000000,3.55833863,8.45036833
39.85000000,3.87401015,8.19152031
39.90000000,4.37627733,9.03411982
39.95000000,4.91645956,9.99136834
40.00000000,5.33292124,10.63152227
40.05000000,5.49953853,11.07757571
40.10000000,5.36436927,11.45001390
40.15000000,4.96654230,11.54793676
40.20000000,4.42569273,10.87634836
40.25000000,3.90652721,9.74843439
40.30000000,3.56883434,9.11237571
40.35000000,3.51804710,8.30285962
40.40000000,3.77171809,8.24542395
40.45000000,4.25273710,8.99360348
40.50000000,4.81204807,9.57690465
40.55000000,5.27441965,10.58573495
40.60000000,5.49336016,11.39024121
40.65000000,5.39797677,11.69433254
40.70000000,5.01666458,11.44998507
40.75000000,4.46950314,10.87900387
40.80000000,3.93106647,9.63646626
40.85000000,3.57494837,9.11769471
40.90000000,3.51754456,8.65664062
40.95000000,3.77936306,8.39137537
41.00000000,4.27691321,8.83995436
41.05000000,4.84854942,9.56839395
41.10000000,5.30654827,10.40678704
41.15000000,5.49880099,11.14914998
41.20000000,5.35984788,11.49859236
41.25000000,4.93397851,11.37591174
41.30000000,4.36200837,10.46803701
41.35000000,3.83533722,9.71668980
41.40000000,3.53205275,8.86065992
41.45000000,3.55634334,8.57208415
41.50000000,3.90193974,8.31853656
41.55000000,4.45264961,8.87639799
41.60000000,5.02065816,10.11938158
41.65000000,5.41025196,11.01082356
41.70000000,5.48547482,11.44956741
41.75000000,5.21826885,11.65426137
41.80000000,4.69983442,11.07196547
41.85000000,4.11037900,10.34128191
41.90000000,3.65695628,9.35567338
41.95000000,3.50065184,8.52352489
42.00000000,3.69873366,8.47087960
42.05000000,4.18274200,8.58578291
42.10000000,4.78118620,9.70506359
42.15000000,5.27970390,10.52151555
42.20000000,5.49781335,11.38897080
42.25000000,5.35480739,11.55981210
42.30000000,4.90055183,11.13696438
42.35000000,4.29913206,10.44180957
42.40000000,3.77028123,9.45969756
42.45000000,3.50922205,8.79466293
42.50000000,3.61409984,8.44455983
42.55000000,4.04814517,8.80627910
42.60000000,4.65146884,9.29355045
42.65000000,5.19918948,10.23231786
42.70000000,5.48507089,11.18363551
42.75000000,5.39965143,11.42796335
42.80000000,4.97311002,11.19403100
42.85000000,4.36575339,10.48848262
42.90000000,3.80858697,9.74891831
42.95000000,3.51566638,8.68569462
43.00000000,3.60138353,8.29020222
43.05000000,4.03481031,8.74746785
43.10000000,4.64966894,9.20872256
43.15000000,5.20727967,9.99639679
43.20000000,5.48900657,11.10769227
43.25000000,5.38249663,11.36144261
43.30000000,4.92751768,11.26921219
43.35000000,4.30232322,10.51658987
43.40000000,3.75465349,9.46845949
43.45000000,3.50372486,8.53182147
43.50000000,3.65189734,8.25976343
43.55000000,4.14182387,8.47663715
43.60000000,4.77741972,9.61668675
43.65000000,5.30154267,10.54569294
43.70000000,5.49995785,11.20787319
43.75000000,5.28960312,11.51455844
43.80000000,4.75453060,10.94082300
43.85000000,4.11354408,10.28952053
43.90000000,3.63144257,9.33861904
43.95000000,3.50955338,8.66782613
44.00000000,3.80081566,8.34665087
44.05000000,4.38555287,9.23732330
44.10000000,5.01945692,9.87225584
44.15000000,5.43508071,10.95538895
44.20000000,5.45494524,11.43326134
44.25000000,5.06833731,11.56137168
44.30000000,4.43816923,10.71057864
44.35000000,3.83343742,9.91184588
44.40000000,3.51477699,8.64118518
44.45000000,3.62161567,8.24310044
44.50000000,4.10998070,8.63902080
44.55000000,4.76917489,9.62444021
44.60000000,5.31172318,10.43634572
44.65000000,5.49863613,11.15921201
44.70000000,5.24547990,11.56671907
44.75000000,4.66185507,11.12947485
44.80000000,4.00529804,10.03251550
44.85000000,3.56834800,8.84011987
44.90000000,3.54795944,8.33126382
44.95000000,3.95563435,8.53640003
45.00000000,4.60973431,9.52609319
45.05000000,5.21521357,10.24996840
45.10000000,5.49634660,10.93775048
45.15000000,5.32293209,11.41367357
45.20000000,4.77194468,11.33468702
45.25000000,4.09487297,10.44176495
45.30000000,3.60383848,9.33147087
45.35000000,3.52761726,8.64275399
45.40000000,3.90399494,8.61662460
45.45000000,4.55956085,9.20733323
45.50000000,5.18827481,10.07700529
45.55000000,5.49387071,10.94320436
45.60000000,5.33008274,11.41762139
45.65000000,4.77206350,10.84706327
45.70000000,4.08350377,10.33385566
45.75000000,3.59299374,9.04949055
45.80000000,3.53710474,8.52230847
45.85000000,3.94515022,8.36173050
45.90000000,4.62227280,9.37825756
45.95000000,5.24113180,10.35898817
46.00000000,5.49974797,11.09073680
46.05000000,5.26961773,11.31998722
46.10000000,4.66111317,10.86172203
46.15000000,3.97218614,10.20081185
46.20000000,3.54334561,8.89899321
46.25000000,3.58903491,8.64140245
46.30000000,4.08903940,8.84515980
46.35000000,4.79554716,9.47609357
46.40000000,5.35470948,10.36726570
46.45000000,5.48373864,11.23603434
46.50000000,5.11500247,11.54748564
46.55000000,4.43318594,10.83042460
46.60000000,3.78435298,9.46537095
46.65000000,3.50084553,8.85953454
46.70000000,3.73030407,8.46852620
46.75000000,4.35712080,8.65743543
46.80000000,5.05890468,10.04295312
46.85000000,5.47137197,10.68964558
46.90000000,5.37784109,11.45581541
46.95000000,4.82458643,11.04372882
47.00000000,4.09989408,10.32498181
47.05000000,3.58508944,9.35401686
47.10000000,3.55382566,8.45876870
47.15000000,4.02527514,8.46025249
47.20000000,4.75065111,9.44777442
47.25000000,5.34298597,10.54305067
47.30000000,5.48331567,11.15550465
47.35000000,5.09358172,11.39267412
47.40000000,4.38195197,10.64585041
47.45000000,3.73334862,9.65139477
47.50000000,3.50177313,8.57678817
47.55000000,3.81614864,8.56154193
47.60000000,4.50664438,9.20347266
47.65000000,5.19454163,10.16673957
47.70000000,5.49918369,10.96793109
47.75000000,5.24938390,11.57201045
47.80000000,4.58149676,11.04198915
47.85000000,3.86699539,9.96546993
47.90000000,3.50682262,9.11906258
47.95000000,3.70578643,8.76179878
48.00000000,4.35424849,8.90891095
48.05000000,5.08643047,10.07864260
48.10000000,5.48562627,10.89636680
48.15000000,5.32186275,11.24949713
48.20000000,4.68621955,11.02213124
48.25000000,3.94236735,9.90294570
48.30000000,3.51972251,8.82554077
48.35000000,3.66511972,8.69102181
48.40000000,4.29681469,8.88932180
48.45000000,5.04817897,9.90134196
48.50000000,5.47919838,10.70624129
48.55000000,5.33456354,11.41446162
48.60000000,4.69677263,10.97387541
48.65000000,3.94139238,10.15842426
48.70000000,3.51721513,8.80607991
48.75000000,3.67917777,8.06246086
48.80000000,4.33320350,8.84766024
48.85000000,5.08849167,9.77012929
48.90000000,5.48974602,10.85924906
48.95000000,5.29216223,11.28064830
49.00000000,4.61281476,10.83111921
49.05000000,3.86366226,9.84574000
49.10000000,3.50294367,8.75958423
49.15000000,3.75420625,8.47519416
49.20000000,4.46561313,9.04195142
49.25000000,5.19932517,10.04441898
49.30000000,5.49990173,10.86749504
49.35000000,5.17789534,11.68137278
49.40000000,4.43154942,10.69841488
49.45000000,3.72708329,9.52391192
49.50000000,3.50831828,8.61056375
49.55000000,3.91591159,8.76419915
49.60000000,4.69448899,9.44154017
49.65000000,5.35040602,10.37414413
49.70000000,5.46416756,11.28334962
49.75000000,4.96018952,11.09603194
49.80000000,4.15954399,10.38622533
49.85000000,3.57748547,9.38851577
49.90000000,3.59204897,8.57296811
49.95000000,4.19670004,8.57577981
50.00000000,5.00000000,9.78633278
50.05000000,5.47720931,10.86007107
50.10000000,5.31333927,11.37258455
50.15000000,4.61325009,10.96859885
50.20000000,3.83729446,9.89760904
50.25000000,3.50002384,8.84815522
50.30000000,3.82816015,8.59314214
50.35000000,4.60567300,9.18953229
50.40000000,5.31340470,10.29073797
50.45000000,5.47482811,11.17635344
50.50000000,4.97831332,11.23886176
50.55000000,4.15706706,10.43869065
50.60000000,3.56782901,9.32775491
50.65000000,3.61367674,8.66168742
50.70000000,4.26628204,8.87653953
50.75000000,5.08030663,9.82037656
50.80000000,5.49547915,10.86378619
50.85000000,5.22276066,11.41919202
50.90000000,4.44811494,10.79958523
50.95000000,3.70855316,9.63845725
51.00000000,3.52098155,8.73116787
51.05000000,4.01953520,8.71221523
51.10000000,4.85675309,9.56321560
51.15000000,5.44326761,10.65746968
51.20000000,5.36247116,11.29609356
51.25000000,4.66862378,11.04171606
51.30000000,3.85361008,10.05214835
51.35000000,3.50001743,9.01690737
51.40000000,3.86388265,8.69979729
51.45000000,4.68646605,9.21771408
51.50000000,5.37535401,10.39160696
51.55000000,5.43030220,11.20540804
51.60000000,4.80835147,11.12605817
51.65000000,3.96044760,10.11605686
51.70000000,3.50671303,9.09020156
51.75000000,3.78251486,8.64246448
51.80000000,4.58784152,9.17164546
51.85000000,5.32920832,10.31908802
51.90000000,5.45585961,11.19819134
51.95000000,4.87058841,11.16182768
52.00000000,4.00756429,10.25227997
52.05000000,3.51273781,9.12319477
52.10000000,3.76015156,8.63302295
52.15000000,4.56644200,9.11918580
52.20000000,5.32343164,10.22490285
52.25000000,5.45557702,11.19407168
52.30000000,4.85924052,11.10636104
52.35000000,3.98731117,10.24860471
52.40000000,3.50781523,9.07588233
52.45000000,3.79182700,8.64051209
52.50000000,4.62338498,9.22967486
52.55000000,5.36033369,10.34635937
52.60000000,5.42904647,11.19372172
52.65000000,4.77286140,11.09070115
52.70000000,3.90223044,10.12233279
52.75000000,3.50006470,9.02966183
52.80000000,3.88542776,8.68521874
52.85000000,4.75718739,9.39164275
52.90000000,5.42600602,10.56285997
52.95000000,5.35868120,11.22836375
53.00000000,4.60565317,10.91415206
53.05000000,3.76706847,9.84691235
53.10000000,3.51650367,8.80637739
53.15000000,4.05862869,8.68307515
53.20000000,4.95844973,9.60842267
53.25000000,5.48730173,10.70441105
53.30000000,5.21293487,11.26442566
53.35000000,4.35588358,10.62074617
53.40000000,3.61590342,9.54207441
53.45000000,3.60188938,8.61950361
53.50000000,4.32862283,8.95288915
53.55000000,5.19803285,10.00892949
53.60000000,5.48901291,11.02928344
53.65000000,4.95667176,11.17448958
53.70000000,4.04215102,10.31645906
53.75000000,3.51031342,9.15661245
53.80000000,3.81005882,8.67012121
53.85000000,4.69217831,9.31023590
53.90000000,5.41269383,10.45864355
53.95000000,5.35917633,11.24723382
54.00000000,4.57382304,10.87299795
54.05000000,3.72447910,9.83859266
54.10000000,3.53889968,8.83989092
54.15000000,4.17955513,8.92872411
54.20000000,5.09737811,9.85374337
54.25000000,5.49929595,10.93762623
54.30000000,5.03415136,11.16115915
54.35000000,4.10328633,10.35795141
54.40000000,3.51794887,9.22886488
54.45000000,3.79263588,8.69468192
54.50000000,4.68954616,9.26883636
54.55000000,5.42029737,10.45740195
54.60000000,5.33763184,11.20715959
54.65000000,4.51143257,10.77423249
54.70000000,3.67412617,9.66663218
54.75000000,3.57351020,8.74452643
54.80000000,4.30287682,8.98505323
54.85000000,5.21022461,9.97882351
54.90000000,5.47824937,11.08202666
54.95000000,4.86182804,11.06045399
55.00000000,3.91645879,10.09093458
55.05000000,3.50111797,9.04594021
55.10000000,3.99722380,8.73395542
55.15000000,4.95430129,9.62475284
55.20000000,5.49509208,10.83480384
55.25000000,5.11951071,11.23142115
55.30000000,4.17087731,10.49336428
55.35000000,3.52638511,9.29465776
55.40000000,3.78675159,8.73662567
55.45000000,4.71284325,9.34563433
55.50000000,5.44073702,10.52353658
55.55000000,5.28628546,11.20480254
55.60000000,4.39125732,10.68055535
55.65000000,3.59799043,9.50770598
55.70000000,3.65851088,8.80077753
55.75000000,4.51883732,9.14142052
55.80000000,5.36211394,10.31287692
55.85000000,5.38189155,11.13184799
55.90000000,4.55580459,10.86619087
55.95000000,3.67516331,9.76657230
56.00000000,3.58961652,8.80426035
56.05000000,4.38523704,8.99705563
56.10000000,5.29311279,10.10600854
56.15000000,5.42949580,11.06462472
56.20000000,4.65800343,10.96339199
56.25000000,3.73089666,9.85642986
56.30000000,3.55874809,8.88303457
56.35000000,4.31433562,9.00073123
56.40000000,5.25428042,10.15262161
56.45000000,5.44707350,11.08285625
56.50000000,4.69789857,10.93876488
56.55000000,3.75050055,9.86916404
56.60000000,3.55227574,8.88419699
56.65000000,4.30522918,8.93496553
56.70000000,5.25504531,10.10220673
56.75000000,5.44328054,11.07675169
56.80000000,4.67621200,11.01846890
56.85000000,3.72935562,9.90999843
56.90000000,3.56687729,8.92195161
56.95000000,4.35797052,8.96316218
57.00000000,5.29543963,10.08094187
57.05000000,5.41594684,11.06063396
57.10000000,4.59197550,10.86471297
57.15000000,3.67206941,9.75523597
57.20000000,3.61019754,8.84692596
57.25000000,4.47412467,9.14130446
57.30000000,5.36588574,10.31649747
57.35000000,5.35216754,11.14719521
57.40000000,4.44381704,10.75398659
57.45000000,3.59375898,9.58487336
57.50000000,3.69992254,8.74359683
57.55000000,4.65359776,9.25698828
57.60000000,5.44500588,10.46312928
57.65000000,5.23032823,11.12400459
57.70000000,4.23505170,10.52927489
57.75000000,3.52279311,9.37834373
57.80000000,3.86022445,8.83566612
57.85000000,4.88764956,9.51065484
57.90000000,5.49690882,10.75059501
57.95000000,5.02574810,11.07729357
58.00000000,3.98240301,10.29497537
58.05000000,3.50263885,9.09895615
58.10000000,4.11341558,8.90908652
58.15000000,5.14884904,9.83720724
58.20000000,5.47132350,10.87088106
58.25000000,4.72228474,10.90241836
58.30000000,3.72658279,9.85464454
58.35000000,3.58837855,8.89323963
58.40000000,4.46475846,9.09078976
58.45000000,5.38125555,10.26282660
58.50000000,5.31197046,11.08214383
58.55000000,4.33097386,10.65646513
58.60000000,3.53944096,9.43377707
58.65000000,3.83192507,8.79873212
58.70000000,4.88125679,9.48896037
58.75000000,5.49848460,10.72700601
58.80000000,4.97895683,11.04863602
58.85000000,3.91187839,10.21980042
58.90000000,3.51761071,9.02705297
58.95000000,4.25160737,8.95902478
59.00000000,5.27240556,10.05953536
59.05000000,5.40162660,11.00910661
59.10000000,4.48624114,10.77731474
59.15000000,3.58607402,9.57748574
59.20000000,3.75015802,8.82982845
59.25000000,4.79065857,9.39447391
59.30000000,5.49139006,10.61580599
59.35000000,5.02756110,11.11268352
59.40000000,3.94157308,10.25301533
59.45000000,3.51471044,9.05422854
59.50000000,4.25532378,8.94300414
59.55000000,5.28736349,10.05683828
59.60000000,5.38173728,11.06684861
59.65000000,4.42223624,10.64732747
59.70000000,3.55517712,9.43101318
59.75000000,3.82313897,8.79432569
59.80000000,4.90721140,9.47143972
59.85000000,5.49991113,10.62968297
59.90000000,4.88101289,10.97600724
59.95000000,3.79848219,10.03380075
60.00000000,3.57022351,8.95808554
60.05000000,4.47830612,9.17184849
60.10000000,5.41368594,10.40352519
60.15000000,5.22671044,11.04231222
60.20000000,4.14385458,10.39787265
60.25000000,3.50036834,9.19041716
60.30000000,4.09537380,8.86337717
60.35000000,5.19373027,9.92496759
60.40000000,5.42831457,11.00016863
60.45000000,4.50291057,10.79861194
60.50000000,3.57316503,9.59917584
60.55000000,3.80743980,8.87226866
60.60000000,4.91459607,9.55047577
60.65000000,5.49869471,10.83070710
60.70000000,4.81782338,10.95432594
60.75000000,3.73264890,9.88507484
60.80000000,3.62429714,8.88802416
60.85000000,4.63457597,9.21968951
60.90000000,5.47319417,10.44759957
60.95000000,5.06235838,11.06716079
61.00000000,3.92691548,10.23757374
61.05000000,3.53080285,9.04413522
61.10000000,4.38953373,9.13887713
61.15000000,5.39231444,10.25384862
61.20000000,5.23395356,11.06760029
61.25000000,4.11724098,10.43169239
61.30000000,3.50083122,9.19445694
61.35000000,4.19556825,8.98274523
61.40000000,5.29147935,10.04399696
61.45000000,5.34357671,11.01592329
61.50000000,4.27938938,10.63323550
61.55000000,3.50720487,9.38937761
61.60000000,4.05536122,8.95813451
61.65000000,5.19704189,9.88307371
61.70000000,5.40712271,10.90940116
61.75000000,4.40072779,10.65648642
61.80000000,3.52716686,9.44503456
61.85000000,3.96476395,8.87082148
61.90000000,5.12626504,9.73854863
61.95000000,5.43957730,10.92085941
62.00000000,4.47604241,10.69562628
62.05000000,3.54453779,9.47209695
62.10000000,3.91799019,8.88664540
62.15000000,5.08905297,9.76520996
62.20000000,5.45169453,10.82248293
62.25000000,4.50379543,10.78876948
62.30000000,3.55006307,9.57487460
62.35000000,3.91100783,8.87770761
62.40000000,5.08983616,9.71896906
62.45000000,5.44839917,10.89247950
62.50000000,4.48363827,10.73055448
62.55000000,3.54118577,9.50385324
62.60000000,3.94327831,8.88658382
62.65000000,5.12867959,9.76933155
62.70000000,5.42819101,10.95862494
62.75000000,4.41547498,10.71210903
62.80000000,3.52198805,9.54264201
62.85000000,4.01805389,8.94309054
62.90000000,5.20119585,9.82924155
62.95000000,5.38319663,10.82257423
63.00000000,4.30016689,10.61583621
63.05000000,3.50351307,9.32441061
63.10000000,4.14123942,8.99585666
63.15000000,5.29723817,9.99727984
63.20000000,5.30000064,10.98530714
63.25000000,4.14189297,10.47412203
63.30000000,3.50413098,9.25033909
63.35000000,4.31857275,9.07711760
63.40000000,5.39876520,10.19515679
63.45000000,5.16187198,10.98906879
63.50000000,3.95199726,10.28625937
63.55000000,3.54902448,9.10902394
63.60000000,4.55080256,9.24640417
63.65000000,5.47786084,10.41708722
63.70000000,4.95332615,10.90131953
63.75000000,3.75363400,10.04760054
63.80000000,3.66729969,9.04566533
63.85000000,4.82691632,9.45049897
63.90000000,5.49670399,10.67199941
63.95000000,4.66784604,10.82046685
64.00000000,3.58550297,9.66733373
64.05000000,3.88494802,8.96348987
64.10000000,5.11658514,9.82615540
64.15000000,5.41209759,10.93149872
64.20000000,4.31858365,10.66617527
64.25000000,3.50154501,9.34085066
64.30000000,4.21247805,9.02832611
64.35000000,5.36497170,10.08008942
64.40000000,5.18731424,10.94816428
64.45000000,3.94954309,10.20714927
64.50000000,3.56228254,9.12575927
64.55000000,4.62831120,9.34934341
64.60000000,5.49544557,10.59791145
64.65000000,4.81231622,10.87463285
64.70000000,3.64115894,9.80387347
64.75000000,3.81400908,8.89439022
64.80000000,5.06353094,9.68164396
64.85000000,5.42699692,10.83710454
64.90000000,4.32856605,10.62977306
64.95000000,3.50071823,9.39978143
65.00000000,4.25638499,9.11000090
65.05000000,5.39945365,10.26215643
65.10000000,5.11031886,10.97151347
65.15000000,3.84653491,10.08755823
65.20000000,3.62822317,8.98928437
65.25000000,4.80868645,9.43661309
65.30000000,5.49308679,10.70962926
65.35000000,4.57641950,10.75614665
65.40000000,3.53586453,9.50801380
65.45000000,4.05717051,9.08725121
65.50000000,5.29798066,9.98982483
65.55000000,5.23991886,10.92953383
65.60000000,3.97409895,10.24248702
65.65000000,3.56829651,9.09742193
65.70000000,4.69051802,9.30242741
65.75000000,5.49990642,10.55256335
65.80000000,4.66159192,10.79412311
65.85000000,3.55600544,9.61055506
65.90000000,4.01340006,8.97011018
65.95000000,5.27876849,9.95934657
66.00000000,5.24861330,10.91268281
66.05000000,3.96967130,10.26683108
66.10000000,3.57707338,9.11751887
66.15000000,4.73129668,9.32274735
66.20000000,5.49728719,10.63507067
66.25000000,4.58392242,10.76347925
66.30000000,3.52858560,9.63146971
66.35000000,4.11676694,9.10063241
66.40000000,5.35519618,10.11533991
66.45000000,5.13992131,10.92637250
66.50000000,3.83393736,10.11808344
66.55000000,3.66545065,9.07406148
66.60000000,4.92602579,9.55025674
66.65000000,5.45570242,10.74139615
66.70000000,4.34120003,10.62183509
66.75000000,3.50024740,9.44011174
66.80000000,4.38730877,9.19773083
66.85000000,5.46988209,10.37048780
66.90000000,4.86823590,10.75239523
66.95000000,3.62536405,9.83635989
67.00000000,3.90839200,9.05648363
67.05000000,5.22626123,9.93187443
67.10000000,5.27121129,10.83730870
67.15000000,3.96095101,10.24634552
67.20000000,3.59982625,9.18905682
67.25000000,4.82784104,9.50525658
67.30000000,5.47601140,10.69558095
67.35000000,4.39319504,10.63020507
67.40000000,3.50000573,9.40866683
67.45000000,4.38852708,9.19857803
67.50000000,5.47634320,10.37148023
67.55000000,4.81657134,10.80886244
67.60000000,3.58863079,9.77038965
67.65000000,3.99947805,9.09189465
67.70000000,5.31264332,10.02723090
67.75000000,5.15784909,10.89054640
67.80000000,3.81174120,10.17563178
67.85000000,3.71458051,9.13073286
67.90000000,5.04622282,9.70453457
67.95000000,5.38216138,10.79222646
68.00000000,4.10600676,10.36931545
68.05000000,3.55129243,9.23233820
68.10000000,4.73815956,9.45595106
68.15000000,5.48700910,10.61740283
68.20000000,4.41574481,10.64092591
68.25000000,3.50004462,9.42313773
68.30000000,4.43668120,9.21304862
68.35000000,5.49102661,10.37445262
68.40000000,4.70128187,10.71690952
68.45000000,3.53600565,9.63894788
68.50000000,4.17260234,9.09096693
68.55000000,5.42267827,10.27781364
68.60000000,4.94035501,10.80693598
68.65000000,3.62923963,9.85232179
68.70000000,3.96037482,9.11505451
68.75000000,5.31165364,10.01805172
68.80000000,5.12531039,10.86196904
68.85000000,3.75158108,10.06853713
68.90000000,3.80200497,9.15168916
68.95000000,5.18372227,9.78866469
69.00000000,5.25860760,10.78959278
69.05000000,3.88017560,10.21043924
69.10000000,3.69170203,9.12955862
69.15000000,5.05859429,9.63262375
69.20000000,5.34833257,10.77329295
69.25000000,3.99846076,10.34167420
69.30000000,3.61999226,9.23091232
69.35000000,4.94984538,9.64300227
69.40000000,5.40458049,10.81817699
69.45000000,4.09557700,10.45017281
69.50000000,3.57678509,9.26476942
69.55000000,4.86595267,9.53797815
69.60000000,5.43694187,10.68762628
69.65000000,4.16507104,10.45566705
69.70000000,3.55337023,9.29382074
69.75000000,4.81169921,9.52635943
69.80000000,5.45296401,10.65971405
69.85000000,4.20350404,10.45741882
69.90000000,3.54356696,9.28233334
69.95000000,4.78946160,9.48561977
70.00000000,5.45731950,10.67631684
70.05000000,4.20933530,10.50959202
70.10000000,3.54430494,9.24787779
70.15000000,4.80010745,9.51895794
70.20000000,5.45141840,10.65527451
70.25000000,4.18227600,10.43887836
70.30000000,3.55586389,9.27541277
70.35000000,4.84336960,9.48441155
70.40000000,5.43328685,10.62170273
70.45000000,4.12319921,10.35977781
70.50000000,3.58189015,9.18628259
70.55000000,4.91764675,9.49600170
70.60000000,5.39765899,10.65256220
70.65000000,4.03462713,10.28851525
70.70000000,3.62917525,9.24583983
70.75000000,5.01923741,9.65810128
70.80000000,5.33636604,10.73814133
70.85000000,3.92175669,10.20952267
70.90000000,3.70704516,9.17947874
70.95000000,5.14108760,9.75018564
71.00000000,5.23923629,10.81890816
71.05000000,3.79388768,10.12834950
71.10000000,3.82609320,9.19106415
71.15000000,5.27126160,9.91845483
71.20000000,5.09581211,10.74654950
71.25000000,3.66594865,9.90535156
71.30000000,3.99593367,9.14139354
71.35000000,5.39155893,10.10139166
71.40000000,4.89819113,10.75254899
71.45000000,3.55955835,9.77812763
71.50000000,4.22172799,9.18970987
71.55000000,5.47699374,10.32880409
71.60000000,4.64512556,10.64154683
71.65000000,3.50274835,9.57439652
71.70000000,4.49953241,9.32645221
71.75000000,5.49715658,10.44590711
71.80000000,4.34706792,10.54316617
71.85000000,3.52721870,9.40321326
71.90000000,4.81112727,9.51949793
71.95000000,5.42062395,10.66681692
72.00000000,4.03107097,10.35364303
72.05000000,3.66203431,9.26081690
72.10000000,5.11992220,9.77131450
72.15000000,5.22328043,10.71347294
72.20000000,3.74340601,10.02481903
72.25000000,3.92332579,9.16881648
72.30000000,5.37060207,10.05843643
72.35000000,4.90031931,10.69190361
72.40000000,3.54679528,9.80908332
72.45000000,4.30116537,9.31428433
72.50000000,5.49586460,10.31986081
72.55000000,4.47955123,10.54207225
72.60000000,3.50897918,9.41973797
72.65000000,4.74740746,9.47464274
72.70000000,5.43300027,10.61983469
72.75000000,4.03069468,10.30638372
72.80000000,3.68099009,9.22561483
72.85000000,5.17130153,9.78587967
72.90000000,5.15011793,10.71869889
72.95000000,3.66266263,9.91116105
73.00000000,4.06790166,9.16190158
73.05000000,5.45141808,10.17783451
73.10000000,4.67598559,10.61803880
73.15000000,3.50074397,9.58233409
73.20000000,4.60182995,9.38183477
73.25000000,5.47017532,10.48797869
73.30000000,4.11987168,10.38158438
73.35000000,3.64089783,9.23198911
73.40000000,5.13413570,9.77193995
73.45000000,5.16838808,10.73557049
73.50000000,3.66239472,9.95666586
73.55000000,4.09085131,9.24830908
73.60000000,5.46564930,10.22892274
73.65000000,4.60176802,10.62954513
73.70000000,3.50187484,9.52374300
73.75000000,4.72476505,9.48569915
73.80000000,5.42321567,10.62991191
73.85000000,3.96506512,10.27071464
73.90000000,3.75931352,9.26014907
73.95000000,5.29027281,9.92695047
74.00000000,4.96418671,10.70479253
74.05000000,3.54573711,9.70532993
74.10000000,4.37807643,9.28724803
74.15000000,5.49811329,10.33729065
74.20000000,4.25512936,10.40610444
74.25000000,3.59339104,9.31476194
74.30000000,5.08601975,9.74765383
74.35000000,5.18299267,10.70348688
74.40000000,3.65102648,9.95432634
74.45000000,4.14831494,9.31840433
74.50000000,5.48727624,10.31917713
74.55000000,4.45773315,10.58606819
74.60000000,3.53023895,9.43651440
74.65000000,4.93776409,9.67005022
74.70000000,5.28878138,10.64677343
74.75000000,3.73365372,10.02249090
74.80000000,4.03450070,9.23270880
74.85000000,5.46418782,10.17320259
74.90000000,4.55034050,10.53866152
74.95000000,3.51441775,9.40455943
75.00000000,4.88268343,9.74367362
75.05000000,5.31521711,10.52610424
75.10000000,3.75203139,9.98322508
75.15000000,4.02392674,9.36287827
75.20000000,5.46528752,10.23825323
75.25000000,4.53000491,10.30824806
75.30000000,3.52125619,9.34284434
75.35000000,4.93084806,9.73652895
75.40000000,5.27338538,10.71815958
75.45000000,3.69828834,9.86707836
75.50000000,4.11537761,9.15661413
75.55000000,5.48926906,10.38717357
75.60000000,4.39632207,10.52119248
75.65000000,3.56294115,9.34421147
75.70000000,5.07437303,9.73884983
75.75000000,5.14534620,10.58961103
75.80000000,3.59595765,9.78348179
75.85000000,4.32144801,9.29984396
75.90000000,5.49639236,10.57469125
75.95000000,4.15542299,10.18898535
76.00000000,3.68667172,9.18730765
76.05000000,5.27860784,9.77823115
76.10000000,4.89357090,10.56809613
76.15000000,3.50822306,9.42502090
76.20000000,4.64963220,9.50221495
76.25000000,5.40851957,10.90985966
76.30000000,3.84491933,10.45857998
76.35000000,3.95957889,9.16175132
76.40000000,5.46021717,10.03414831
76.45000000,4.49274528,10.47196456
76.50000000,3.54462827,9.47972427
76.55000000,5.06039440,9.64245544
76.60000000,5.12770101,10.71668431
76.65000000,3.57092795,9.90559808
76.70000000,4.42323170,9.38947705
76.75000000,5.47421667,10.42692642
76.80000000,3.99071459,10.36045688
76.85000000,3.83514697,9.01961661
76.90000000,5.41479914,10.09337270
76.95000000,4.60173105,10.55610954
77.00000000,3.52288309,9.43576366
77.05000000,5.00808398,9.75746425
77.10000000,5.15701094,10.61075244
77.15000000,3.57642062,9.84969574
77.20000000,4.43230868,9.47570213
77.25000000,5.46629396,10.42850808
77.30000000,3.94291798,10.13421476
77.35000000,3.89716164,9.16933516
77.40000000,5.45178360,10.06437892
